Mês / Ano de Referência;Entidade;UC/CNPJ;Total Repassado
out/17;ANAC;122002 / 00001;18167462
out/17;SENAR;37.138.245/0001-90;73113368
out/17;SEST;73.471.989/0001-95;40628057
out/17;SENAT;73.471.963/0001-47;25384799
out/17;SESCOOP;03.087.543/0001-86;29147727
out/17;SDR;420013 / 00001;19558167
out/17;APEX-BR;05.507.500/0001-38;37111665
out/17;ABDI;07.200.966/0001-11;6059191
nov/17;FNDE;153173 / 15253;1555582086
nov/17;INCRA;373001 / 37201;110982973
nov/17;SENAI;33.564.543/0001-90;116102038
nov/17;SESI;33.641.358/0001-52;166009800
nov/17;SENAC;33.469.172/0001-68;213318033
nov/17;SESC;33.469.164/0001-11;386206656
nov/17;SEBRAE;00.330.854/0001-45;257104763
nov/17;EMBRATUR;35.842.428/0001-66;0
nov/17;DPC;852001 / 00001;12216007
nov/17;ANAC;122002 / 00001;17597668
nov/17;SENAR;37.138.245/0001-90;83260366
nov/17;SEST;73.471.989/0001-95;41195035
nov/17;SENAT;73.471.963/0001-47;25890831
nov/17;SESCOOP;03.087.543/0001-86;28597078
nov/17;SDR;420013 / 00001;19574705
nov/17;APEX-BR;05.507.500/0001-38;37476624
nov/17;ABDI;07.200.966/0001-11;6118789
dez/17;FNDE;153173 / 15253;1561171549
dez/17;INCRA;373001 / 37201;111557311
dez/17;SENAI;33.564.543/0001-90;121475712
dez/17;SESI;33.641.358/0001-52;171991610
dez/17;SENAC;33.469.172/0001-68;261103472
dez/17;SESC;33.469.164/0001-11;396213121
dez/17;SEBRAE;00.330.854/0001-45;330175604
dez/17;EMBRATUR;35.842.428/0001-66;0
dez/17;DPC;852001 / 00001;11929161
dez/17;ANAC;122002 / 00001;17342889
dez/17;SENAR;37.138.245/0001-90;70053416
dez/17;SEST;73.471.989/0001-95;47960907
dez/17;SENAT;73.471.963/0001-47;28600326
dez/17;SESCOOP;03.087.543/0001-86;29276590
dez/17;SDR;420013 / 00001;19679717
dez/17;APEX-BR;05.507.500/0001-38;48136455
dez/17;ABDI;07.200.966/0001-11;7859179
jan/18;FNDE;153173 / 15253;2800035912
jan/18;INCRA;373001 / 37201;199828235
jan/18;SENAI;33.564.543/0001-90;216977540
jan/18;SESI;33.641.358/0001-52;296152526
jan/18;SENAC;33.469.172/0001-68;429595056
jan/18;SESC;33.469.164/0001-11;709549806
jan/18;SEBRAE;00.330.854/0001-45;539119770
jan/18;EMBRATUR;35.842.428/0001-66;0
jan/18;DPC;852001 / 00001;21184040
jan/18;ANAC;122002 / 00001;32872240
jan/18;SENAR;37.138.245/0001-90;97632611
jan/18;SEST;73.471.989/0001-95;73525540
jan/18;SENAT;73.471.963/0001-47;45908464
jan/18;SESCOOP;03.087.543/0001-86;53955735
jan/18;SDR;420013 / 00001;35252199
jan/18;APEX-BR;05.507.500/0001-38;78598037
jan/18;ABDI;07.200.966/0001-11;12832515
fev/18;FNDE;153173 / 15253;1610944379
fev/18;INCRA;373001 / 37201;115044658
fev/18;SENAI;33.564.543/0001-90;119453424
fev/18;SESI;33.641.358/0001-52;170322505
fev/18;SENAC;33.469.172/0001-68;222164680
fev/18;SESC;33.469.164/0001-11;404395986
fev/18;SEBRAE;00.330.854/0001-45;265515838
fev/18;EMBRATUR;35.842.428/0001-66;0
fev/18;DPC;852001 / 00001;12579069
fev/18;ANAC;122002 / 00001;18844656
fev/18;SENAR;37.138.245/0001-90;64259876
fev/18;SEST;73.471.989/0001-95;42011196
fev/18;SENAT;73.471.963/0001-47;26280417
fev/18;SESCOOP;03.087.543/0001-86;29994816
fev/18;SDR;420013 / 00001;20290775
fev/18;APEX-BR;05.507.500/0001-38;38704302
fev/18;ABDI;07.200.966/0001-11;6319228
mar/18;FNDE;153173 / 15253;1594471435
mar/18;INCRA;373001 / 37201;114998630
mar/18;SENAI;33.564.543/0001-90;112513853
mar/18;SESI;33.641.358/0001-52;161249138
mar/18;SENAC;33.469.172/0001-68;218614123
mar/18;SESC;33.469.164/0001-11;394816301
mar/18;SEBRAE;00.330.854/0001-45;258138998
mar/18;EMBRATUR;35.842.428/0001-66;0
mar/18;DPC;852001 / 00001;12364890
mar/18;ANAC;122002 / 00001;18618334
mar/18;SENAR;37.138.245/0001-90;61865847
mar/18;SEST;73.471.989/0001-95;38083519
mar/18;SENAT;73.471.963/0001-47;24001336
mar/18;SESCOOP;03.087.543/0001-86;29230081
mar/18;SDR;420013 / 00001;20280541
mar/18;APEX-BR;05.507.500/0001-38;37623756
mar/18;ABDI;07.200.966/0001-11;6142802
abr/18;FNDE;153173 / 15253;1572660874
abr/18;INCRA;373001 / 37201;113071451
abr/18;SENAI;33.564.543/0001-90;111255656
abr/18;SESI;33.641.358/0001-52;159389391
abr/18;SENAC;33.469.172/0001-68;216333416
abr/18;SESC;33.469.164/0001-11;388746629
abr/18;SEBRAE;00.330.854/0001-45;252299672
abr/18;EMBRATUR;35.842.428/0001-66;0
abr/18;DPC;852001 / 00001;12124921
abr/18;ANAC;122002 / 00001;18083260
abr/18;SENAR;37.138.245/0001-90;88705529
abr/18;SEST;73.471.989/0001-95;38260990
abr/18;SENAT;73.471.963/0001-47;24135166
abr/18;SESCOOP;03.087.543/0001-86;29009799
abr/18;SDR;420013 / 00001;19976895
abr/18;APEX-BR;05.507.500/0001-38;36820058
abr/18;ABDI;07.200.966/0001-11;6011587
mai/18;FNDE;153173 / 15253;1588651270
mai/18;INCRA;373001 / 37201;114555379
mai/18;SENAI;33.564.543/0001-90;113390499
mai/18;SESI;33.641.358/0001-52;162016553
mai/18;SENAC;33.469.172/0001-68;217807585
mai/18;SESC;33.469.164/0001-11;395044469
mai/18;SEBRAE;00.330.854/0001-45;192086606
mai/18;EMBRATUR;35.842.428/0001-66;0
mai/18;DPC;852001 / 00001;12068490
mai/18;ANAC;122002 / 00001;17670872
mai/18;SENAR;37.138.245/0001-90;112027735
mai/18;SEST;73.471.989/0001-95;41378036
mai/18;SENAT;73.471.963/0001-47;25856252
mai/18;SESCOOP;03.087.543/0001-86;29460052
mai/18;SDR;420013 / 00001;20202072
mai/18;APEX-BR;05.507.500/0001-38;37556392
mai/18;ABDI;07.200.966/0001-11;71724479
jun/18;FNDE;153173 / 15253;1582747831
jun/18;INCRA;373001 / 37201;113599653
jun/18;SENAI;33.564.543/0001-90;113889725
jun/18;SESI;33.641.358/0001-52;162946304
jun/18;SENAC;33.469.172/0001-68;218610995
jun/18;SESC;33.469.164/0001-11;394893071
jun/18;SEBRAE;00.330.854/0001-45;257289254
jun/18;EMBRATUR;35.842.428/0001-66;0
jun/18;DPC;852001 / 00001;12537154
jun/18;ANAC;122002 / 00001;17979480
jun/18;SENAR;37.138.245/0001-90;115492472
jun/18;SEST;73.471.989/0001-95;41122055
jun/18;SENAT;73.471.963/0001-47;25780137
jun/18;SESCOOP;03.087.543/0001-86;29782485
jun/18;SDR;420013 / 00001;20035640
jun/18;APEX-BR;05.507.500/0001-38;37502441
jun/18;ABDI;07.200.966/0001-11;6122995
jul/18;FNDE;153173 / 15253;1577909338
jul/18;INCRA;373001 / 37201;113418200
jul/18;SENAI;33.564.543/0001-90;112800343
jul/18;SESI;33.641.358/0001-52;161160829
jul/18;SENAC;33.469.172/0001-68;217617488
jul/18;SESC;33.469.164/0001-11;392182422
jul/18;SEBRAE;00.330.854/0001-45;255914320
jul/18;EMBRATUR;35.842.428/0001-66;0
jul/18;DPC;852001 / 00001;12959143
jul/18;ANAC;122002 / 00001;18697275
jul/18;SENAR;37.138.245/0001-90;91957665
jul/18;SEST;73.471.989/0001-95;40396158
jul/18;SENAT;73.471.963/0001-47;25462767
jul/18;SESCOOP;03.087.543/0001-86;29004815
jul/18;SDR;420013 / 00001;20002439
jul/18;APEX-BR;05.507.500/0001-38;37300403
jul/18;ABDI;07.200.966/0001-11;6090012
ago/18;FNDE;153173 / 15253;1573545353
ago/18;INCRA;373001 / 37201;113573852
ago/18;SENAI;33.564.543/0001-90;112330415
ago/18;SESI;33.641.358/0001-52;160695243
ago/18;SENAC;33.469.172/0001-68;217215045
ago/18;SESC;33.469.164/0001-11;394220279
ago/18;SEBRAE;00.330.854/0001-45;255453189
ago/18;EMBRATUR;35.842.428/0001-66;0
ago/18;DPC;852001 / 00001;11650102
ago/18;ANAC;122002 / 00001;18184212
ago/18;SENAR;37.138.245/0001-90;98685008
ago/18;SEST;73.471.989/0001-95;43139692
ago/18;SENAT;73.471.963/0001-47;26700056
ago/18;SESCOOP;03.087.543/0001-86;29487425
ago/18;SDR;420013 / 00001;19987074
ago/18;APEX-BR;05.507.500/0001-38;37177003
ago/18;ABDI;07.200.966/0001-11;6069871
set/18;FNDE;153173 / 15253;1639366442
set/18;INCRA;373001 / 37201;117931478
set/18;SENAI;33.564.543/0001-90;117879275
set/18;SESI;33.641.358/0001-52;168810282
set/18;SENAC;33.469.172/0001-68;226389735
set/18;SESC;33.469.164/0001-11;409696076
set/18;SEBRAE;00.330.854/0001-45;266496070
set/18;EMBRATUR;35.842.428/0001-66;0
set/18;DPC;852001 / 00001;11542392
set/18;ANAC;122002 / 00001;18071258
set/18;SENAR;37.138.245/0001-90;95968747
set/18;SEST;73.471.989/0001-95;45340891
set/18;SENAT;73.471.963/0001-47;28306396
set/18;SESCOOP;03.087.543/0001-86;28906897
set/18;SDR;420013 / 00001;20800004
set/18;APEX-BR;05.507.500/0001-38;38844861
set/18;ABDI;07.200.966/0001-11;6342163
out/18;FNDE;153173 / 15253;1525126063
out/18;INCRA;373001 / 37201;120979982
out/18;SENAI;33.564.543/0001-90;110164666
out/18;SESI;33.641.358/0001-52;157423045
out/18;SENAC;33.469.172/0001-68;208683788
out/18;SESC;33.469.164/0001-11;379119439
out/18;SEBRAE;00.330.854/0001-45;242977767
out/18;EMBRATUR;35.842.428/0001-66;0
out/18;DPC;852001 / 00001;11215874
out/18;ANAC;122002 / 00001;17001170
out/18;SENAR;37.138.245/0001-90;92001809
out/18;SEST;73.471.989/0001-95;41819755
out/18;SENAT;73.471.963/0001-47;26614369
out/18;SESCOOP;03.087.543/0001-86;27574842
out/18;SDR;420013 / 00001;9081115
out/18;APEX-BR;05.507.500/0001-38;35413459
out/18;ABDI;07.200.966/0001-11;5781949
nov/18;FNDE;153173 / 15253;1593844416
nov/18;INCRA;373001 / 37201;126527407
nov/18;SENAI;33.564.543/0001-90;113291706
nov/18;SESI;33.641.358/0001-52;162249001
nov/18;SENAC;33.469.172/0001-68;217599574
nov/18;SESC;33.469.164/0001-11;392726425
nov/18;SEBRAE;00.330.854/0001-45;254794720
nov/18;EMBRATUR;35.842.428/0001-66;0
nov/18;DPC;852001 / 00001;11546004
nov/18;ANAC;122002 / 00001;16718708
nov/18;SENAR;37.138.245/0001-90;90445671
nov/18;SEST;73.471.989/0001-95;42971178
nov/18;SENAT;73.471.963/0001-47;27456501
nov/18;SESCOOP;03.087.543/0001-86;28005756
nov/18;SDR;420013 / 00001;8911100
nov/18;APEX-BR;05.507.500/0001-38;37131169
nov/18;ABDI;07.200.966/0001-11;6062402
dez/18;FNDE;153173 / 15253;1626809010
dez/18;INCRA;373001 / 37201;129563614
dez/18;SENAI;33.564.543/0001-90;112676412
dez/18;SESI;33.641.358/0001-52;161874475
dez/18;SENAC;33.469.172/0001-68;223465587
dez/18;SESC;33.469.164/0001-11;402744493
dez/18;SEBRAE;00.330.854/0001-45;263034038
dez/18;EMBRATUR;35.842.428/0001-66;0
dez/18;DPC;852001 / 00001;12011156
dez/18;ANAC;122002 / 00001;17355673
dez/18;SENAR;37.138.245/0001-90;88365344
dez/18;SEST;73.471.989/0001-95;43910308
dez/18;SENAT;73.471.963/0001-47;28203114
dez/18;SESCOOP;03.087.543/0001-86;27972870
dez/18;SDR;420013 / 00001;8847343
dez/18;APEX-BR;05.507.500/0001-38;38338468
dez/18;ABDI;07.200.966/0001-11;6259504
jan/19;FNDE;153173 / 15253;2813094868
jan/19;INCRA;373001 / 37201;222965066
jan/19;SENAI;33.564.543/0001-90;190839310
jan/19;SESI;33.641.358/0001-52;270637167
jan/19;SENAC;33.469.172/0001-68;388624046
jan/19;SESC;33.469.164/0001-11;702782190
jan/19;SEBRAE;00.330.854/0001-45;451650966
jan/19;EMBRATUR;35.842.428/0001-66;0
jan/19;DPC;852001 / 00001;20017503
jan/19;ANAC;122002 / 00001;29322223
jan/19;SENAR;37.138.245/0001-90;83329998
jan/19;SEST;73.471.989/0001-95;66534729
jan/19;SENAT;73.471.963/0001-47;43301954
jan/19;SESCOOP;03.087.543/0001-86;53153993
jan/19;SDR;420013 / 00001;14796282
jan/19;APEX-BR;05.507.500/0001-38;65843104
jan/19;ABDI;07.200.966/0001-11;10750113
fev/19;FNDE;153173 / 15253;1731450323
fev/19;INCRA;373001 / 37201;138185352
fev/19;SENAI;33.564.543/0001-90;122123728
fev/19;SESI;33.641.358/0001-52;174742432
fev/19;SENAC;33.469.172/0001-68;238281984
fev/19;SESC;33.469.164/0001-11;430401793
fev/19;SEBRAE;00.330.854/0001-45;280030953
fev/19;EMBRATUR;35.842.428/0001-66;0
fev/19;DPC;852001 / 00001;13217532
fev/19;ANAC;122002 / 00001;21123059
fev/19;SENAR;37.138.245/0001-90;98999202
fev/19;SEST;73.471.989/0001-95;42958182
fev/19;SENAT;73.471.963/0001-47;27501632
fev/19;SESCOOP;03.087.543/0001-86;29830734
fev/19;SDR;420013 / 00001;9148009
fev/19;APEX-BR;05.507.500/0001-38;40812084
fev/19;ABDI;07.200.966/0001-11;6663400
mar/19;FNDE;153173 / 15253;1678669736
mar/19;INCRA;373001 / 37201;122922080
mar/19;SENAI;33.564.543/0001-90;113541855
mar/19;SESI;33.641.358/0001-52;163568403
mar/19;SENAC;33.469.172/0001-68;230598256
mar/19;SESC;33.469.164/0001-11;415232536
mar/19;SEBRAE;00.330.854/0001-45;266876164
mar/19;EMBRATUR;35.842.428/0001-66;0
mar/19;DPC;852001 / 00001;12577271
mar/19;ANAC;122002 / 00001;18208057
mar/19;SENAR;37.138.245/0001-90;79724140
mar/19;SEST;73.471.989/0001-95;43541901
mar/19;SENAT;73.471.963/0001-47;27968125
mar/19;SESCOOP;03.087.543/0001-86;29824430
mar/19;SDR;420013 / 00001;8785621
mar/19;APEX-BR;05.507.500/0001-38;38895728
mar/19;ABDI;07.200.966/0001-11;6350545
abr/19;FNDE;153173 / 15253;1644460287
abr/19;INCRA;373001 / 37201;130811739
abr/19;SENAI;33.564.543/0001-90;110740681
abr/19;SESI;33.641.358/0001-52;159445760
abr/19;SENAC;33.469.172/0001-68;228855859
abr/19;SESC;33.469.164/0001-11;409826861
abr/19;SEBRAE;00.330.854/0001-45;263683677
abr/19;EMBRATUR;35.842.428/0001-66;0
abr/19;DPC;852001 / 00001;12061872
abr/19;ANAC;122002 / 00001;16553170
abr/19;SENAR;37.138.245/0001-90;89251005
abr/19;SEST;73.471.989/0001-95;43298608
abr/19;SENAT;73.471.963/0001-47;27700814
abr/19;SESCOOP;03.087.543/0001-86;30257177
abr/19;SDR;420013 / 00001;8610390
abr/19;APEX-BR;05.507.500/0001-38;38435231
abr/19;ABDI;07.200.966/0001-11;6275335
mai/19;FNDE;153173 / 15253;1676920697
mai/19;INCRA;373001 / 37201;137254514
mai/19;SENAI;33.564.543/0001-90;116337762
mai/19;SESI;33.641.358/0001-52;167244213
mai/19;SENAC;33.469.172/0001-68;232775933
mai/19;SESC;33.469.164/0001-11;418109006
mai/19;SEBRAE;00.330.854/0001-45;271697802
mai/19;EMBRATUR;35.842.428/0001-66;0
mai/19;DPC;852001 / 00001;11216180
mai/19;ANAC;122002 / 00001;17340219
mai/19;SENAR;37.138.245/0001-90;110883914
mai/19;SEST;73.471.989/0001-95;45140122
mai/19;SENAT;73.471.963/0001-47;28931626
mai/19;SESCOOP;03.087.543/0001-86;30042873
mai/19;SDR;420013 / 00001;8952252
mai/19;APEX-BR;05.507.500/0001-38;39600222
mai/19;ABDI;07.200.966/0001-11;6465545
jun/19;FNDE;153173 / 15253;1658497835
jun/19;INCRA;373001 / 37201;135846293
jun/19;SENAI;33.564.543/0001-90;114147759
jun/19;SESI;33.641.358/0001-52;163937551
jun/19;SENAC;33.469.172/0001-68;230063322
jun/19;SESC;33.469.164/0001-11;416494689
jun/19;SEBRAE;00.330.854/0001-45;268535354
jun/19;EMBRATUR;35.842.428/0001-66;0
jun/19;DPC;852001 / 00001;11845122
jun/19;ANAC;122002 / 00001;17654969
jun/19;SENAR;37.138.245/0001-90;104389316
jun/19;SEST;73.471.989/0001-95;43065968
jun/19;SENAT;73.471.963/0001-47;28304440
jun/19;SESCOOP;03.087.543/0001-86;30845266
jun/19;SDR;420013 / 00001;5207701
jun/19;APEX-BR;05.507.500/0001-38;39140198
jun/19;ABDI;07.200.966/0001-11;6390502
jul/19;FNDE;153173 / 15253;1643105488
jul/19;INCRA;373001 / 37201;136626256
jul/19;SENAI;33.564.543/0001-90;111876166
jul/19;SESI;33.641.358/0001-52;160090702
jul/19;SENAC;33.469.172/0001-68;227989585
jul/19;SESC;33.469.164/0001-11;410534953
jul/19;SEBRAE;00.330.854/0001-45;264786608
jul/19;EMBRATUR;35.842.428/0001-66;0
jul/19;DPC;852001 / 00001;12161877
jul/19;ANAC;122002 / 00001;17266590
jul/19;SENAR;37.138.245/0001-90;107552954
jul/19;SEST;73.471.989/0001-95;43053899
jul/19;SENAT;73.471.963/0001-47;28454799
jul/19;SESCOOP;03.087.543/0001-86;30408187
jul/19;SDR;420013 / 00001;4792303
jul/19;APEX-BR;05.507.500/0001-38;38592816
jul/19;ABDI;07.200.966/0001-11;6301149
ago/19;FNDE;153173 / 15253;1663569656
ago/19;INCRA;373001 / 37201;135621503
ago/19;SENAI;33.564.543/0001-90;114706402
ago/19;SESI;33.641.358/0001-52;165019498
ago/19;SENAC;33.469.172/0001-68;233469667
ago/19;SESC;33.469.164/0001-11;420951201
ago/19;SEBRAE;00.330.854/0001-45;268748032
ago/19;EMBRATUR;35.842.428/0001-66;0
ago/19;DPC;852001 / 00001;12107381
ago/19;ANAC;122002 / 00001;17410084
ago/19;SENAR;37.138.245/0001-90;92271813
ago/19;SEST;73.471.989/0001-95;43684820
ago/19;SENAT;73.471.963/0001-47;29010673
ago/19;SESCOOP;03.087.543/0001-86;30842161
ago/19;SDR;420013 / 00001;4779241
ago/19;APEX-BR;05.507.500/0001-38;39169801
ago/19;ABDI;07.200.966/0001-11;6395372
set/19;FNDE;153173 / 15253;1712131030
set/19;INCRA;373001 / 37201;141151964
set/19;SENAI;33.564.543/0001-90;118212686
set/19;SESI;33.641.358/0001-52;169950572
set/19;SENAC;33.469.172/0001-68;239504611
set/19;SESC;33.469.164/0001-11;431250779
set/19;SEBRAE;00.330.854/0001-45;277087101
set/19;EMBRATUR;35.842.428/0001-66;0
set/19;DPC;852001 / 00001;12339005
set/19;ANAC;122002 / 00001;18841848
set/19;SENAR;37.138.245/0001-90;102265544
set/19;SEST;73.471.989/0001-95;46071467
set/19;SENAT;73.471.963/0001-47;30490447
set/19;SESCOOP;03.087.543/0001-86;31767630
set/19;SDR;420013 / 00001;4728646
set/19;APEX-BR;05.507.500/0001-38;40381473
set/19;ABDI;07.200.966/0001-11;6593192
out/19;FNDE;153173 / 15253;1681823232
out/19;INCRA;373001 / 37201;141926619
out/19;SENAI;33.564.543/0001-90;116884053
out/19;SESI;33.641.358/0001-52;168820716
out/19;SENAC;33.469.172/0001-68;237394222
out/19;SESC;33.469.164/0001-11;420043942
out/19;SEBRAE;00.330.854/0001-45;271561121
out/19;EMBRATUR;35.842.428/0001-66;0
out/19;DPC;852001 / 00001;10796370
out/19;ANAC;122002 / 00001;17573159
out/19;SENAR;37.138.245/0001-90;109305496
out/19;SEST;73.471.989/0001-95;44851315
out/19;SENAT;73.471.963/0001-47;29678673
out/19;SESCOOP;03.087.543/0001-86;32684360
out/19;SDR;420013 / 00001;4582337
out/19;APEX-BR;05.507.500/0001-38;39580998
out/19;ABDI;07.200.966/0001-11;6462513
nov/19;FNDE;153173 / 15253;1702648246
nov/19;INCRA;373001 / 37201;137795137
nov/19;SENAI;33.564.543/0001-90;117218043
nov/19;SESI;33.641.358/0001-52;168950543
nov/19;SENAC;33.469.172/0001-68;241992155
nov/19;SESC;33.469.164/0001-11;434810916
nov/19;SEBRAE;00.330.854/0001-45;277022453
nov/19;EMBRATUR;35.842.428/0001-66;0
nov/19;DPC;852001 / 00001;11058857
nov/19;ANAC;122002 / 00001;17415118
nov/19;SENAR;37.138.245/0001-90;95372385
nov/19;SEST;73.471.989/0001-95;45932812
nov/19;SENAT;73.471.963/0001-47;30324457
nov/19;SESCOOP;03.087.543/0001-86;33052044
nov/19;SDR;420013 / 00001;4686957
nov/19;APEX-BR;05.507.500/0001-38;40378043
nov/19;ABDI;07.200.966/0001-11;6592653
dez/19;FNDE;153173 / 15253;1691928811
dez/19;INCRA;373001 / 37201;141785505
dez/19;SENAI;33.564.543/0001-90;115047003
dez/19;SESI;33.641.358/0001-52;165807948
dez/19;SENAC;33.469.172/0001-68;238512035
dez/19;SESC;33.469.164/0001-11;426538658
dez/19;SEBRAE;00.330.854/0001-45;275259457
dez/19;EMBRATUR;35.842.428/0001-66;0
dez/19;DPC;852001 / 00001;11039407
dez/19;ANAC;122002 / 00001;17221585
dez/19;SENAR;37.138.245/0001-90;102125180
dez/19;SEST;73.471.989/0001-95;48049307
dez/19;SENAT;73.471.963/0001-47;31826156
dez/19;SESCOOP;03.087.543/0001-86;31579548
dez/19;SDR;420013 / 00001;4579934
dez/19;APEX-BR;05.507.500/0001-38;40119784
dez/19;ABDI;07.200.966/0001-11;6550479
jan/20;FNDE;153173 / 15253;3023694517
jan/20;INCRA;373001 / 37201;252964059
jan/20;SENAI;33.564.543/0001-90;199324355
jan/20;SESI;33.641.358/0001-52;286979350
jan/20;SENAC;33.469.172/0001-68;424055478
jan/20;SESC;33.469.164/0001-11;758236867
jan/20;SEBRAE;00.330.854/0001-45;401047445
jan/20;EMBRATUR;35.842.428/0001-66;90202735
jan/20;DPC;852001 / 00001;20407250
jan/20;ANAC;122002 / 00001;28976600
jan/20;SENAR;37.138.245/0001-90;96737394
jan/20;SEST;73.471.989/0001-95;76278017
jan/20;SENAT;73.471.963/0001-47;50687228
jan/20;SESCOOP;03.087.543/0001-86;61776640
jan/20;SDR;420013 / 00001;7699417
jan/20;APEX-BR;05.507.500/0001-38;71611572
jan/20;ABDI;07.200.966/0001-11;11692049
fev/20;FNDE;153173 / 15253;1745524551
fev/20;INCRA;373001 / 37201;145635992
fev/20;SENAI;33.564.543/0001-90;121010007
fev/20;SESI;33.641.358/0001-52;176265309
fev/20;SENAC;33.469.172/0001-68;250715187
fev/20;SESC;33.469.164/0001-11;447209675
fev/20;SEBRAE;00.330.854/0001-45;232467772
fev/20;EMBRATUR;35.842.428/0001-66;52274883
fev/20;DPC;852001 / 00001;13191621
fev/20;ANAC;122002 / 00001;19687965
fev/20;SENAR;37.138.245/0001-90;73532596
fev/20;SEST;73.471.989/0001-95;44262378
fev/20;SENAT;73.471.963/0001-47;29408658
fev/20;SESCOOP;03.087.543/0001-86;34312782
fev/20;SDR;420013 / 00001;4640735
fev/20;APEX-BR;05.507.500/0001-38;41500854
fev/20;ABDI;07.200.966/0001-11;6776154
mar/20;FNDE;153173 / 15253;1703528433
mar/20;INCRA;373001 / 37201;138814641
mar/20;SENAI;33.564.543/0001-90;114761918
mar/20;SESI;33.641.358/0001-52;165285969
mar/20;SENAC;33.469.172/0001-68;244712777
mar/20;SESC;33.469.164/0001-11;437897648
mar/20;SEBRAE;00.330.854/0001-45;225600700
mar/20;EMBRATUR;35.842.428/0001-66;50715821
mar/20;DPC;852001 / 00001;12459389
mar/20;ANAC;122002 / 00001;18245350
mar/20;SENAR;37.138.245/0001-90;82721451
mar/20;SEST;73.471.989/0001-95;43765180
mar/20;SENAT;73.471.963/0001-47;29219017
mar/20;SESCOOP;03.087.543/0001-86;30165843
mar/20;SDR;420013 / 00001;4697052
mar/20;APEX-BR;05.507.500/0001-38;40263118
mar/20;ABDI;07.200.966/0001-11;6574043
abr/20;FNDE;153173 / 15253;1680177717
abr/20;INCRA;373001 / 37201;136132168
abr/20;SENAI;33.564.543/0001-90;109372848
abr/20;SESI;33.641.358/0001-52;157892286
abr/20;SENAC;33.469.172/0001-68;235130011
abr/20;SESC;33.469.164/0001-11;417369110
abr/20;SEBRAE;00.330.854/0001-45;220324924
abr/20;EMBRATUR;35.842.428/0001-66;49549991
abr/20;DPC;852001 / 00001;11631440
abr/20;ANAC;122002 / 00001;16443003
abr/20;SENAR;37.138.245/0001-90;121730266
abr/20;SEST;73.471.989/0001-95;38650131
abr/20;SENAT;73.471.963/0001-47;25615094
abr/20;SESCOOP;03.087.543/0001-86;36275829
abr/20;SDR;420013 / 00001;4233903
abr/20;APEX-BR;05.507.500/0001-38;39337569
abr/20;ABDI;07.200.966/0001-11;6422925
mai/20;FNDE;153173 / 15253;1554978857
mai/20;INCRA;373001 / 37201;125075201
mai/20;SENAI;33.564.543/0001-90;103027330
mai/20;SESI;33.641.358/0001-52;148787940
mai/20;SENAC;33.469.172/0001-68;220551100
mai/20;SESC;33.469.164/0001-11;393541561
mai/20;SEBRAE;00.330.854/0001-45;204245924
mai/20;EMBRATUR;35.842.428/0001-66;45933122
mai/20;DPC;852001 / 00001;10458995
mai/20;ANAC;122002 / 00001;12403347
mai/20;SENAR;37.138.245/0001-90;138083586
mai/20;SEST;73.471.989/0001-95;31398276
mai/20;SENAT;73.471.963/0001-47;20690735
mai/20;SESCOOP;03.087.543/0001-86;36334600
mai/20;SDR;420013 / 00001;4085446
mai/20;APEX-BR;05.507.500/0001-38;36466148
mai/20;ABDI;07.200.966/0001-11;5954097
jun/20;FNDE;153173 / 15253;1645756842
jun/20;INCRA;373001 / 37201;133489518
jun/20;SENAI;33.564.543/0001-90;60659537
jun/20;SESI;33.641.358/0001-52;87753844
jun/20;SENAC;33.469.172/0001-68;113233309
jun/20;SESC;33.469.164/0001-11;201113889
jun/20;SEBRAE;00.330.854/0001-45;216154310
jun/20;EMBRATUR;35.842.428/0001-66;48627667
jun/20;DPC;852001 / 00001;11982243
jun/20;ANAC;122002 / 00001;10163877
jun/20;SENAR;37.138.245/0001-90;85032061
jun/20;SEST;73.471.989/0001-95;19816795
jun/20;SENAT;73.471.963/0001-47;12978202
jun/20;SESCOOP;03.087.543/0001-86;14060695
jun/20;SDR;420013 / 00001;4597638
jun/20;APEX-BR;05.507.500/0001-38;38764286
jun/20;ABDI;07.200.966/0001-11;6329292
jul/20;FNDE;153173 / 15253;1519440767
jul/20;INCRA;373001 / 37201;126059067
jul/20;SENAI;33.564.543/0001-90;52013676
jul/20;SESI;33.641.358/0001-52;75455895
jul/20;SENAC;33.469.172/0001-68;104258266
jul/20;SESC;33.469.164/0001-11;185904175
jul/20;SEBRAE;00.330.854/0001-45;244243784
jul/20;EMBRATUR;35.842.428/0001-66;0
jul/20;DPC;852001 / 00001;10424135
jul/20;ANAC;122002 / 00001;1252387
jul/20;SENAR;37.138.245/0001-90;52255067
jul/20;SEST;73.471.989/0001-95;19995060
jul/20;SENAT;73.471.963/0001-47;12856452
jul/20;SESCOOP;03.087.543/0001-86;16213676
jul/20;SDR;420013 / 00001;4328392
jul/20;APEX-BR;05.507.500/0001-38;35751408
jul/20;ABDI;07.200.966/0001-11;5837272
ago/20;FNDE;153173 / 15253;1590847777
ago/20;INCRA;373001 / 37201;131771488
ago/20;SENAI;33.564.543/0001-90;55999387
ago/20;SESI;33.641.358/0001-52;80825812
ago/20;SENAC;33.469.172/0001-68;108369622
ago/20;SESC;33.469.164/0001-11;194027657
ago/20;SEBRAE;00.330.854/0001-45;252108674
ago/20;EMBRATUR;35.842.428/0001-66;0
